"","X","start.time","end.time","category","Nth.instance","X..descriptors","Offensive.Team","Position","Location","Tactic","Type","Hand","Result","Defense","Save.Diff","Shot.Diff","Athlete","x","y","xj","yj","distance","angle","Goal"
"412",412,"01:08:58:72","01:09:08:72","Shot",412,10,"Marist",41,"Location 1","6 on 5","Skip","Right","Goal","Pressured",3,3,NA,-2,5.5,-2.422401598,5.327087975,5.852349955,-0.348771004,"Goal"
"413",413,"01:09:08:92","01:09:18:92","Shot",413,11,"Pacific",32,"Location 1","Penalty","Normal","Right","Goal","Other",5,1,10,0,5.5,0.438604024,5.695520006,5.5,0,"Goal"
"414",414,"01:09:19:13","01:09:29:13","Shot",414,11,"Pacific",41,"Location 3","Direct","Normal","Left","Save","Field Blocker",2,4,12,-2,5.5,-2.147563842,5.24151728,5.852349955,-0.348771004,"Not Goal"
"415",415,"01:09:29:33","01:09:39:33","Shot",415,10,"Marist",57,"Location 4","Perimeter","Skip","Right","Save","Field Blocker",3,3,NA,-2,4.5,-2.097747544,4.507718849,4.924428901,-0.41822433,"Not Goal"
"416",416,"01:09:39:53","01:09:49:53","Shot",416,11,"Pacific",13,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",4,2,7,2,2.5,1.859684369,2.178524298,3.201562119,0.674740942,"Goal"
"417",417,"01:09:49:73","01:09:59:73","Shot",417,11,"Pacific",13,"Location 3","6 on 5","Normal","Right","Goal","Field Blocker",4,2,16,2,2.5,1.668880656,2.45645995,3.201562119,0.674740942,"Goal"
"418",418,"01:09:59:93","01:10:09:93","Shot",418,11,"Pacific",58,"Location 2","Perimeter","Lob","Right","Miss","Field Blocker",1,4,18,-3,4.5,-2.665693542,4.792108771,5.408326913,-0.588002604,"Not Goal"
"419",419,"01:10:10:13","01:10:20:13","Shot",419,11,"Pacific",33,"Location 2","Perimeter","Normal","Right","Goal","Field Blocker",3,4,18,-1,5.5,-1.101575727,5.033610495,5.590169944,-0.1798535,"Goal"
"420",420,"01:10:20:33","01:10:30:33","Shot",420,10,"Marist",57,"Location 3","6 on 5","Normal","Left","Miss","Field Blocker",1,3,NA,-2,4.5,-2.337683636,4.578122993,4.924428901,-0.41822433,"Not Goal"
"421",421,"01:10:30:53","01:10:40:53","Shot",421,11,"Pacific",19,"Off Target","First Wave","Lob","Right","Miss","Contested",1,2,11,2,4.5,2.243954362,4.389784233,4.924428901,0.41822433,"Not Goal"
"422",422,"01:10:40:73","01:10:50:73","Shot",422,10,"Marist",4,"Location 1","Rebound","Unknown","Unknown","Goal","Other",5,1,NA,1,1,1.466471598,0.784266712,1.414213562,0.785398163,"Goal"
"423",423,"01:10:50:93","01:11:00:93","Shot",423,10,"Marist",23,"Location 2","Direct","Normal","Right","Miss","Field Blocker",1,3,NA,2,5.5,2.328105338,5.58866753,5.852349955,0.348771004,"Not Goal"
"424",424,"01:11:01:13","01:11:11:13","Shot",424,11,"Pacific",19,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",3,3,7,2,4.5,1.669716716,4.425962279,4.924428901,0.41822433,"Goal"
"425",425,"01:11:11:34","01:11:21:34","Shot",425,10,"Marist",32,"Location 2","Perimeter","Lob","Right","Goal","Field Blocker",3,3,NA,0,5.5,-0.43375397,5.849691465,5.5,0,"Goal"
"426",426,"01:11:21:54","01:11:31:54","Shot",426,10,"Marist",61,"Location 2","6 on 5","Backhand","Right","Save","Contested",3,3,NA,1,2.5,1.290625541,2.609952304,2.692582404,0.380506377,"Not Goal"
"427",427,"01:11:31:74","01:11:41:74","Shot",427,11,"Pacific",62,"Location 3","Center","Normal","Right","Save","Pressured",2,2,2,0,2.5,0.242956968,2.926846954,2.5,0,"Not Goal"
"428",428,"01:11:41:94","01:11:51:94","Shot",428,10,"Marist",67,"Location 4","First Wave","Lob","Right","Miss","Pressured",1,3,NA,1,4.5,0.672569043,4.960723696,4.609772229,0.218668946,"Not Goal"
"429",429,"01:11:52:14","01:12:02:14","Shot",429,11,"Pacific",69,"Location 2","Perimeter","Normal","Right","Goal","Blocker at Distance",3,2,5,-1,4.5,-1.306197494,4.870425395,4.609772229,-0.218668946,"Goal"
"430",430,"01:12:02:34","01:12:12:34","Shot",430,10,"Marist",57,"Location 2","Perimeter","Lob","Right","Miss","Contested",1,4,NA,-2,4.5,-2.422440926,4.076051638,4.924428901,-0.41822433,"Not Goal"
"431",431,"01:12:12:54","01:12:22:54","Shot",431,11,"Pacific",61,"Location 3","6 on 5","Lob","Right","Save","Pressured",1,2,11,1,2.5,1.370152283,2.350530126,2.692582404,0.380506377,"Not Goal"
"432",432,"01:12:22:74","01:12:32:74","Shot",432,10,"Marist",63,"Location 2","Post up","Normal","Right","Goal","Field Blocker",4,2,NA,-1,2.5,-1.054260661,2.919156622,2.692582404,-0.380506377,"Goal"
"433",433,"01:12:32:94","01:12:42:94","Shot",433,11,"Pacific",66,"Location 1","Center","Normal","Right","Field Block","Contested",1,3,13,-1,3.5,-1.403539896,3.390072471,3.640054945,-0.278299659,"Not Goal"
"434",434,"01:12:43:14","01:12:53:14","Shot",434,10,"Marist",19,"Location 5","6 on 5","Normal","Right","Goal","Blocker at Distance",5,3,NA,2,4.5,2.285015639,4.942408402,4.924428901,0.41822433,"Goal"
"435",435,"01:12:53:34","01:13:03:34","Shot",435,11,"Pacific",23,"Location 2","6 on 5","Normal","Right","Field Block","Blocker at Distance",1,3,16,2,5.5,1.866157006,5.660958044,5.852349955,0.348771004,"Not Goal"
"436",436,"01:13:03:55","01:13:13:55","Shot",436,10,"Marist",63,"Location 4","Center","Normal","Right","Save","Contested",3,2,NA,-1,2.5,-0.787438271,2.973006033,2.692582404,-0.380506377,"Not Goal"
"437",437,"01:13:13:75","01:13:23:75","Shot",437,10,"Marist",61,"Location 4","6 on 5","Backhand","Right","Miss","Pressured",1,2,NA,1,2.5,0.972503231,2.722704197,2.692582404,0.380506377,"Not Goal"
"438",438,"01:13:23:95","01:13:33:95","Shot",438,10,"Marist",32,"Location 2","6 on 5","Normal","Right","Field Block","Field Blocker",1,4,NA,0,5.5,-0.170955501,5.543016372,5.5,0,"Not Goal"
"439",439,"01:13:34:15","01:13:44:15","Shot",439,11,"Michigan",32,"Location 2","Perimeter","Skip","Right","Miss","Field Blocker",1,3,11,0,5.5,-0.48905141,5.270837889,5.5,0,"Not Goal"
"440",440,"01:13:44:35","01:13:54:35","Shot",440,11,"Michigan",32,"Location 1","Perimeter","Skip","Right","Goal","Field Blocker",3,4,12,0,5.5,0.42227021,5.897040217,5.5,0,"Goal"
"441",441,"01:13:54:55","01:14:04:55","Shot",441,11,"Pacific",41,"Location 4","6 on 5","Normal","Right","Miss","Field Blocker",1,3,5,-2,5.5,-1.696471786,5.255543541,5.852349955,-0.348771004,"Not Goal"
"442",442,"01:14:04:75","01:14:14:75","Shot",442,11,"Michigan",65,"Location 5","Center","Normal","Right","Field Block","Contested",2,3,3,0,3.5,-0.43769731,3.371397255,3.5,0,"Not Goal"
"443",443,"01:14:14:95","01:14:24:95","Shot",443,11,"Pacific",32,"Location 4","6 on 5","Normal","Right","Miss","Field Blocker",1,3,5,0,5.5,0.456896689,5.864139359,5.5,0,"Not Goal"
"444",444,"01:14:25:15","01:14:35:15","Shot",444,11,"Michigan",68,"Location 2","6 on 5","Normal","Right","Miss","Field Blocker",1,2,3,0,4.5,-0.112324289,4.501109652,4.5,0,"Not Goal"
"445",445,"01:14:35:35","01:14:45:35","Shot",445,11,"Michigan",16,"Location 2","Perimeter","Normal","Right","Goal","Field Blocker",2,3,12,2,3.5,2.432095222,3.059323959,4.031128874,0.519146114,"Goal"
"446",446,"01:14:45:55","01:14:55:55","Shot",446,11,"Pacific",66,"Location 3","Center","Backhand","Right","Save","Contested",2,3,15,-1,3.5,-1.270149305,3.053415878,3.640054945,-0.278299659,"Not Goal"
"447",447,"01:14:55:75","01:15:05:75","Shot",447,11,"Michigan",57,"Location 2","Perimeter","Lob","Right","Miss","Contested",1,4,2,-2,4.5,-2.207337812,4.265674323,4.924428901,-0.41822433,"Not Goal"
"448",448,"01:15:05:95","01:15:15:95","Shot",448,11,"Pacific",44,"Location 2","Perimeter","Normal","Right","Miss","Contested",1,4,5,-2,6.5,-1.505886933,6.331307214,6.800735254,-0.298498932,"Not Goal"
"449",449,"01:15:16:15","01:15:26:15","Shot",449,11,"Michigan",41,"Location 1","6 on 5","Skip","Right","Miss","Blocker at Distance",1,2,2,-2,5.5,-1.756943137,5.863280053,5.852349955,-0.348771004,"Not Goal"
"450",450,"01:15:26:35","01:15:36:35","Shot",450,10,"Pacific",3,"Location 5","6 on 5","Skip","Right","Miss","Field Blocker",1,2,15,2,1,1.944865533,1.434633694,2.236067977,1.107148718,"Not Goal"
"451",451,"01:15:36:55","01:15:46:55","Shot",451,11,"Michigan",52,"Location 2","Perimeter","Normal","Left","New Clock","Field Blocker",2,4,18,-3,2.5,-2.635175096,2.392998233,3.905124838,-0.876058051,"Not Goal"
"452",452,"01:15:46:76","01:15:56:76","Shot",452,11,"Michigan",32,"Location 2","Rebound","Skip","Right","Goal","Other",5,1,3,0,5.5,0.209052424,5.946674032,5.5,0,"Goal"
"453",453,"01:15:56:96","01:16:06:96","Shot",453,11,"Pacific",32,"Location 4","Direct","Normal","Right","Miss","Field Blocker",1,3,7,0,5.5,0.310640133,5.043314843,5.5,0,"Not Goal"
"454",454,"01:16:07:16","01:16:17:16","Shot",454,11,"Michigan",64,"Location 2","First Wave","Normal","Right","Goal","Pressured",4,2,12,1,3.5,1.118832914,3.223342639,3.640054945,0.278299659,"Goal"
"455",455,"01:16:17:36","01:16:27:36","Shot",455,11,"Pacific",41,"Location 4","Perimeter","Normal","Right","Miss","Contested",1,4,5,-2,5.5,-2.335939158,5.511952189,5.852349955,-0.348771004,"Not Goal"
"456",456,"01:16:27:56","01:16:37:56","Shot",456,11,"Michigan",33,"Location 2","Perimeter","Normal","Right","Miss","Field Blocker",1,4,10,-1,5.5,-0.993248251,5.619070295,5.590169944,-0.1798535,"Not Goal"
"457",457,"01:16:37:76","01:16:47:76","Shot",457,11,"Pacific",19,"Location 6","6 on 5","Skip","Right","Save","Blocker at Distance",1,3,7,2,4.5,1.974226788,4.26862927,4.924428901,0.41822433,"Not Goal"
"458",458,"01:16:47:96","01:16:57:96","Shot",458,11,"Pacific",57,"Location 3","6 on 5","Normal","Right","Goal","Field Blocker",3,3,10,-2,4.5,-1.93458097,4.00168187,4.924428901,-0.41822433,"Goal"
"459",459,"01:16:58:16","01:17:08:16","Shot",459,11,"Michigan",16,"Location 4","Perimeter","Lob","Right","Miss","Field Blocker",1,3,8,2,3.5,2.268335387,3.950470953,4.031128874,0.519146114,"Not Goal"
"460",460,"01:17:08:36","01:17:18:36","Shot",460,11,"Pacific",31,"Location 1","Transition","Normal","Right","Save","Contested",2,4,5,1,5.5,0.948586622,5.73381291,5.590169944,0.1798535,"Not Goal"
"461",461,"01:17:18:56","01:17:28:56","Shot",461,11,"Michigan",19,"Location 4","Perimeter","Normal","Right","Miss","Blocker at Distance",1,3,15,2,4.5,1.806673064,4.532349458,4.924428901,0.41822433,"Not Goal"
"462",462,"01:17:28:76","01:17:38:76","Shot",462,11,"Pacific",23,"Location 5","Perimeter","Normal","Right","Goal","Field Blocker",3,4,10,2,5.5,1.915732016,5.205455597,5.852349955,0.348771004,"Goal"
"463",463,"01:17:38:97","01:17:48:97","Shot",463,11,"Michigan",7,"Location 3","6 on 5","Normal","Left","Goal","Field Blocker",2,4,20,-2,1,-2.021602609,0.626734689,2.236067977,-1.107148718,"Goal"
"464",464,"01:17:49:17","01:17:59:17","Shot",464,11,"Pacific",54,"Location 5","6 on 5","Skip","Right","Goal","Field Blocker",3,3,10,-2,3.5,-2.464355157,3.952660928,4.031128874,-0.519146114,"Goal"
"465",465,"01:17:59:37","01:18:09:37","Shot",465,11,"Michigan",7,"Location 1","Individual","Skip","Left","Goal","Pressured",4,2,18,-2,1,-2.386173577,0.866851745,2.236067977,-1.107148718,"Goal"
"466",466,"01:18:09:57","01:18:19:57","Shot",466,11,"Pacific",61,"Off Target","6 on 5","Normal","Right","Miss","Pressured",1,2,3,1,2.5,1.082101293,2.594716774,2.692582404,0.380506377,"Not Goal"
"467",467,"01:18:19:77","01:18:29:77","Shot",467,11,"Michigan",65,"Location 2","Center","Normal","Right","Miss","Pressured",1,2,10,0,3.5,0.195655221,3.090692873,3.5,0,"Not Goal"
"468",468,"01:18:29:97","01:18:39:97","Shot",468,11,"Michigan",51,"Location 1","First Wave","Normal","Left","Save","Field Blocker",3,3,18,-2,2.5,-2.105428177,2.872662107,3.201562119,-0.674740942,"Not Goal"
"469",469,"01:18:40:17","01:18:50:17","Shot",469,11,"Pacific",32,"Location 5","6 on 5","Skip","Right","Save","Field Blocker",3,3,5,0,5.5,0.250164287,5.210848843,5.5,0,"Not Goal"
"470",470,"01:18:50:37","01:19:00:37","Shot",470,11,"Michigan",12,"Location 6","Perimeter","Skip","Right","Save","Contested",1,4,4,3,2.5,2.736500242,2.695590353,3.905124838,0.876058051,"Not Goal"
"471",471,"01:19:00:57","01:19:10:57","Shot",471,11,"Michigan",13,"Location 2","6 on 5","Normal","Right","Goal","Field Blocker",4,2,15,2,2.5,2.357568209,2.984811673,3.201562119,0.674740942,"Goal"
"472",472,"01:19:10:78","01:19:20:78","Shot",472,11,"Pacific",36,"Location 2","Direct","Lob","Right","Miss","Field Blocker",1,4,5,-1,6.5,-1.457410315,6.645784735,6.576473219,-0.152649328,"Not Goal"
"473",473,"01:19:20:98","01:19:30:98","Shot",473,11,"Michigan",13,"Location 3","First Wave","Normal","Right","New Clock","Pressured",3,3,15,2,2.5,1.638768246,2.365710011,3.201562119,0.674740942,"Not Goal"
"474",474,"01:19:31:18","01:19:41:18","Shot",474,11,"Pacific",69,"Off Target","Center","Skip","Right","Miss","Contested",1,4,2,-1,4.5,-0.979283629,4.006369698,4.609772229,-0.218668946,"Not Goal"
"475",475,"01:19:41:38","01:19:51:38","Shot",475,11,"Michigan",54,"Location 3","Transition","Normal","Left","Goal","Contested",3,3,20,-2,3.5,-1.824262408,3.795130412,4.031128874,-0.519146114,"Goal"
"476",476,"01:19:51:58","01:20:01:58","Shot",476,11,"Michigan",12,"Location 1","Transition","Skip","Right","Save","Field Blocker",4,2,15,3,2.5,3.057671069,2.148054862,3.905124838,0.876058051,"Not Goal"
"477",477,"01:20:01:78","01:20:11:78","Shot",477,11,"Michigan",63,"Location 3","Center","Normal","Right","Goal","Pressured",4,2,17,-1,2.5,-1.035598513,2.387472974,2.692582404,-0.380506377,"Goal"
"478",478,"01:20:11:98","01:20:21:98","Shot",478,11,"Michigan",64,"Location 1","6 on 5","Skip","Right","Save","Contested",2,2,10,1,3.5,1.444978706,3.479136024,3.640054945,0.278299659,"Not Goal"
"479",479,"01:20:22:18","01:20:32:18","Shot",479,11,"Pacific",36,"Location 1","Perimeter","Normal","Right","Save","Pressured",2,4,5,-1,6.5,-1.497426217,6.304420267,6.576473219,-0.152649328,"Not Goal"
"480",480,"01:20:32:38","01:20:42:38","Shot",480,11,"Pacific",32,"Location 2","Perimeter","Lob","Right","Save","Contested",2,4,5,0,5.5,-0.350521336,5.415907166,5.5,0,"Not Goal"
"481",481,"01:20:42:58","01:20:52:58","Shot",481,11,"Michigan",16,"Location 2","Transition","Normal","Right","Miss","Pressured",1,2,12,2,3.5,2.301062626,3.394941163,4.031128874,0.519146114,"Not Goal"
"482",482,"01:20:52:78","01:21:02:78","Shot",482,11,"Pacific",32,"Location 4","Perimeter","Normal","Right","Goal","Contested",4,4,10,0,5.5,0.414841246,5.185202149,5.5,0,"Goal"
"483",483,"01:21:02:99","01:21:12:99","Shot",483,11,"Pacific",19,"Location 2","6 on 5","Normal","Right","Goal","Contested",3,3,18,2,4.5,2.087275051,4.786795713,4.924428901,0.41822433,"Goal"
"484",484,"01:21:13:19","01:21:23:19","Shot",484,11,"Michigan",12,"Location 1","Perimeter","Skip","Right","Goal","Uncontested",4,1,15,3,2.5,3.287220648,2.69335615,3.905124838,0.876058051,"Goal"
"485",485,"01:21:23:39","01:21:33:39","Shot",485,11,"Michigan",32,"Location 2","Penalty","Normal","Left","Goal","Other",5,1,20,0,5.5,-0.397701391,5.877492163,5.5,0,"Goal"
"486",486,"01:21:33:59","01:21:43:59","Shot",486,11,"Pacific",19,"Location 4","6 on 5","Normal","Right","New Clock","Field Blocker",3,3,18,2,4.5,1.701413056,4.712259757,4.924428901,0.41822433,"Not Goal"
"487",487,"01:21:43:79","01:21:53:79","Shot",487,11,"Pacific",32,"Location 2","6 on 5","Normal","Right","Miss","Field Blocker",1,3,5,0,5.5,-0.487735826,5.52773101,5.5,0,"Not Goal"
"488",488,"01:21:53:99","01:22:03:99","Shot",488,11,"Pacific",13,"Location 1","6 on 5","Normal","Right","Goal","Field Blocker",3,2,15,2,2.5,1.617519686,2.579545373,3.201562119,0.674740942,"Goal"
"489",489,"01:22:04:19","01:22:14:19","Shot",489,11,"Pacific",23,"Location 2","Second Wave","Normal","Right","Goal","Blocker at Distance",3,3,5,2,5.5,2.096444877,5.906165777,5.852349955,0.348771004,"Goal"
"490",490,"01:22:14:39","01:22:24:39","Shot",490,10,"UCSD",401,"Location 3","Direct","Lob","Right","Miss","Field Blocker",1,5,NA,1,1,0.8655419,0.536542266,1.414213562,0.785398163,"Not Goal"
"491",491,"01:22:24:59","01:22:34:59","Shot",491,10,"UCSD",68,"Off Target","6 on 5","Normal","Right","Miss","Contested",1,3,NA,0,4.5,-0.130298803,4.765370675,4.5,0,"Not Goal"
"492",492,"01:22:34:79","01:22:44:79","Shot",492,11,"Pacific",23,"Location 1","Perimeter","Normal","Right","Save","Contested",1,4,5,2,5.5,2.257714845,5.624662993,5.852349955,0.348771004,"Not Goal"
"493",493,"01:22:44:99","01:22:54:99","Shot",493,10,"UCSD",35,"Location 6","Perimeter","Normal","Right","Save","Blocker at Distance",1,4,NA,0,6.5,0.48917022,6.487599334,6.5,0,"Not Goal"
"494",494,"01:22:55:19","01:23:05:19","Shot",494,11,"Pacific",23,"Location 4","Direct","Normal","Right","Goal","Field Blocker",3,3,5,2,5.5,1.508725106,5.630645133,5.852349955,0.348771004,"Goal"
"495",495,"01:23:05:39","01:23:15:39","Shot",495,10,"UCSD",32,"Location 1","Perimeter","Skip","Right","Miss","Pressured",1,4,NA,0,5.5,0.176652692,5.9665945,5.5,0,"Not Goal"
"496",496,"01:23:15:59","01:23:25:59","Shot",496,10,"UCSD",13,"Location 4","Quick","Normal","Right","Miss","Pressured",1,2,NA,2,2.5,1.821717555,2.105022472,3.201562119,0.674740942,"Not Goal"
"497",497,"01:23:25:79","01:23:35:79","Shot",497,11,"Pacific",34,"Location 4","Direct","Normal","Right","Save","Field Blocker",2,4,7,1,6.5,1.195779918,6.081906017,6.576473219,0.152649328,"Not Goal"
"498",498,"01:23:35:99","01:23:45:99","Shot",498,11,"Pacific",16,"Location 3","6 on 5","Unknown","Right","Save","Field Blocker",1,2,5,2,3.5,2.373339029,3.20466991,4.031128874,0.519146114,"Not Goal"
"499",499,"01:23:46:20","01:23:56:20","Shot",499,10,"UCSD",32,"Location 5","6 on 5","Normal","Right","Goal","Field Blocker",3,3,NA,0,5.5,-0.170041244,5.675018181,5.5,0,"Goal"
"500",500,"01:23:56:40","01:24:06:40","Shot",500,11,"Pacific",19,"Location 3","6 on 5","Normal","Right","Field Block","Blocker at Distance",1,3,15,2,4.5,1.670691469,4.0249112,4.924428901,0.41822433,"Not Goal"
"501",501,"01:24:06:60","01:24:16:60","Shot",501,10,"Pacific",42,"Location 2","Transition","Normal","Right","Miss","Blocker at Distance",1,4,18,-3,5.5,-2.545641455,5.026087928,6.264982043,-0.499346722,"Not Goal"
"502",502,"01:24:16:80","01:24:26:80","Shot",502,11,"Pacific",62,"Location 4","First Wave","Normal","Right","Miss","Pressured",1,2,2,0,2.5,-0.332231489,2.669493401,2.5,0,"Not Goal"
"503",503,"01:24:27:00","01:24:37:00","Shot",503,10,"UCSD",65,"Location 6","Transition","Normal","Right","Goal","Pressured",3,3,NA,0,3.5,0.048214417,3.745459486,3.5,0,"Goal"
"504",504,"01:24:37:20","01:24:47:20","Shot",504,11,"Pacific",32,"Location 3","Direct","Normal","Right","Save","Field Blocker",2,3,5,0,5.5,-0.43886306,5.95671835,5.5,0,"Not Goal"
"505",505,"01:24:47:40","01:24:57:40","Shot",505,11,"Pacific",69,"Location 5","Center","Backhand","Right","Goal","Contested",3,3,2,-1,4.5,-0.851550381,4.102907572,4.609772229,-0.218668946,"Goal"
"506",506,"01:24:57:57","01:25:07:57","Shot",506,10,"UCSD",23,"Location 2","Perimeter","Normal","Right","Goal","Blocker at Distance",2,4,NA,2,5.5,1.939307512,5.994756555,5.852349955,0.348771004,"Goal"
"507",507,"01:25:07:80","01:25:17:80","Shot",507,11,"Pacific",63,"Location 6","Center","Skip","Right","Goal","Contested",4,3,15,-1,2.5,-1.474261859,2.376481984,2.692582404,-0.380506377,"Goal"
"508",508,"01:25:18:00","01:25:28:00","Shot",508,10,"UCSD",32,"Location 2","6 on 5","Normal","Right","Miss","Field Blocker",1,3,NA,0,5.5,0.20466296,5.687753309,5.5,0,"Not Goal"
"509",509,"01:25:28:20","01:25:38:20","Shot",509,11,"Pacific",19,"Location 4","First Wave","Lob","Right","Save","Pressured",2,3,7,2,4.5,1.934279025,4.729094068,4.924428901,0.41822433,"Not Goal"
"510",510,"01:25:38:40","01:25:48:40","Shot",510,10,"UCSD",32,"Location 4","6 on 5","Skip","Right","Goal","Field Blocker",3,3,NA,0,5.5,-0.343827513,5.350691887,5.5,0,"Goal"
"511",511,"01:25:48:60","01:25:58:60","Shot",511,11,"Pacific",31,"Location 2","Perimeter","Normal","Right","Miss","Contested",1,4,5,1,5.5,0.862424046,5.374429121,5.590169944,0.1798535,"Not Goal"
"512",512,"01:25:58:80","01:26:08:80","Shot",512,10,"UCSD",66,"Location 4","Drive","Normal","Right","Save","Pressured",3,3,NA,-1,3.5,-1.012743003,3.256135589,3.640054945,-0.278299659,"Not Goal"
"513",513,"01:26:09:01","01:26:19:01","Shot",513,10,"UCSD",23,"Location 2","Perimeter","Skip","Right","Goal","Field Blocker",2,4,NA,2,5.5,1.543300429,5.338146535,5.852349955,0.348771004,"Goal"
"514",514,"01:26:19:21","01:26:29:21","Shot",514,10,"UCSD",35,"Off Target","Perimeter","Skip","Right","Field Block","Field Blocker",1,4,NA,0,6.5,-0.498261421,6.092998605,6.5,0,"Not Goal"
"515",515,"01:26:29:41","01:26:39:41","Shot",515,11,"Pacific",41,"Location 5","Perimeter","Normal","Right","Save","Field Blocker",2,4,10,-2,5.5,-1.825262495,5.688441629,5.852349955,-0.348771004,"Not Goal"
"516",516,"01:26:39:61","01:26:49:61","Shot",516,11,"Pacific",41,"Location 2","Perimeter","Normal","Right","Field Block","Blocker at Distance",1,4,18,-2,5.5,-2.185127349,5.273430411,5.852349955,-0.348771004,"Not Goal"
